id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
c74f9ef9-c99c-57aa-a47e-66aed2352421,"Paving, Surfacing, and Tamping Equipment Operators",47-2071.00,"Operate equipment used for applying concrete, asphalt, or other materials to road beds, parking lots, or airport runways and taxiways or for tamping gravel, dirt, or other materials. Includes concrete and asphalt paving machine operators, form tampers, tamping machine operators, and stone spreader operators.",,,,,,,
017f80ee-3b29-5cfb-b288-26001b87adf1,Pile Driver Operators,47-2072.00,"Operate pile drivers mounted on skids, barges, crawler treads, or locomotive cranes to drive pilings for retaining walls, bulkheads, and foundations of structures such as buildings, bridges, and piers.",,,,,,,
05934750-0eda-5ccb-9c5e-bf7fc5708edd,Operating Engineers and Other Construction Equipment Operators,47-2073.00,"Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement. May repair and maintain equipment in addition to other duties.",,,,,,,
c5c8df3f-ad00-5e90-810a-86ab7dc3a42a,Drywall and Ceiling Tile Installers,47-2081.00,"Apply plasterboard or other wallboard to ceilings or interior walls of buildings. Apply or mount acoustical tiles or blocks, strips, or sheets of shock-absorbing materials to ceilings and walls of buildings to reduce or reflect sound. Materials may be of decorative quality. Includes lathers who fasten wooden, metal, or rockboard lath to walls, ceilings, or partitions of buildings to provide support base for plaster, fireproofing, or acoustical material.",,,,,,,
07042a22-7dcb-5e7f-b32d-788f550ec25d,Tapers,47-2082.00,Seal joints between plasterboard or other wallboard to prepare wall surface for painting or papering.,,,,,,,
8ba06b55-878c-5fbb-a790-519936d5da70,Electricians,47-2111.00,"Install, maintain, and repair electrical wiring, equipment, and fixtures. Ensure that work is in accordance with relevant codes. May install or service street lights, intercom systems, or electrical control systems.",,,,,,,
f4d026b4-4764-59e5-81aa-af870f224ab7,Glaziers,47-2121.00,"Install glass in windows, skylights, store fronts, and display cases, or on surfaces, such as building fronts, interior walls, ceilings, and tabletops.",,,,,,,
10d8f661-d8d6-5f45-90bb-b0fee0ff85cf,"Insulation Workers, Floor, Ceiling, and Wall",47-2131.00,"Line and cover structures with insulating materials. May work with batt, roll, or blown insulation materials.",,,,,,,
eee2d2b0-9a61-592d-8083-70cf37a06738,"Insulation Workers, Mechanical",47-2132.00,"Apply insulating materials to pipes or ductwork, or other mechanical systems in order to help control and maintain temperature.",,,,,,,
12696264-37fd-5a1b-ba4d-f549337f29a5,"Painters, Construction and Maintenance",47-2141.00,"Paint walls, equipment, buildings, bridges, and other structural surfaces, using brushes, rollers, and spray guns. May remove old paint to prepare surface prior to painting. May mix colors or oils to obtain desired color or consistency.",,,,,,,
573d73e3-38c7-5874-b03c-9a04f495266e,Paperhangers,47-2142.00,"Cover interior walls or ceilings of rooms with decorative wallpaper or fabric, or attach advertising posters on surfaces such as walls and billboards. May remove old materials or prepare surfaces to be papered.",,,,,,,
ca222d00-aabd-597d-b3c6-b9825ebb0c65,Pipelayers,47-2151.00,"Lay pipe for storm or sanitation sewers, drains, and water mains. Perform any combination of the following tasks: grade trenches or culverts, position pipe, or seal joints.",,,,,,,
0441b3da-cfee-597e-a4a0-aef656a4f11c,"Plumbers, Pipefitters, and Steamfitters",47-2152.00,"Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinkler fitters.",,,,,,,
05c3e741-cac8-5a1a-ab69-e86ddf12b146,Solar Thermal Installers and Technicians,47-2152.04,"Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use.",,,,,,,
b6490ea0-6c38-5532-88fd-13afcdc444ea,Plasterers and Stucco Masons,47-2161.00,"Apply interior or exterior plaster, cement, stucco, or similar materials. May also set ornamental plaster.",,,,,,,
1e580e72-3a44-5f96-b68c-5a50e05bd910,Reinforcing Iron and Rebar Workers,47-2171.00,"Position and secure steel bars or mesh in concrete forms in order to reinforce concrete. Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools. Includes rod busters.",,,,,,,
1c8ed55a-11cc-50f4-9081-7870f545eeb8,Roofers,47-2181.00,"Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials. May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures.",,,,,,,
2b10f0ad-cee1-5725-bf75-6a4f80b6506f,Sheet Metal Workers,47-2211.00,"Fabricate, assemble, install, and repair sheet metal products and equipment, such as ducts, control boxes, drainpipes, and furnace casings. Work may involve any of the following: setting up and operating fabricating machines to cut, bend, and straighten sheet metal; shaping metal over anvils, blocks, or forms using hammer; operating soldering and welding equipment to join sheet metal parts; or inspecting, assembling, and smoothing seams and joints of burred surfaces. Includes sheet metal duct installers who install prefabricated sheet metal ducts used for heating, air conditioning, or other purposes.",,,,,,,
8d9594e2-abfc-56fd-946c-dee4ac7d77ef,Structural Iron and Steel Workers,47-2221.00,"Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks. May erect metal storage tanks and assemble prefabricated metal buildings.",,,,,,,
d85d0ffa-5161-58d4-bbf0-2f6caec63524,Solar Photovoltaic Installers,47-2231.00,"Assemble, install, or maintain solar photovoltaic (PV) systems on roofs or other structures in compliance with site assessment and schematics. May include measuring, cutting, assembling, and bolting structural framing and solar modules. May perform minor electrical work such as current checks.",,,,,,,
fb9eaef9-5574-5acf-a216-52add2b9424c,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011.00,"Help brickmasons, blockmasons, stonemasons, or tile and marble setters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",,,,,,,
4927d354-fd2e-5e1f-98d6-70399892cd84,Helpers--Carpenters,47-3012.00,"Help carpenters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",,,,,,,
02d83592-a762-5d16-9c76-c78eed56f600,Helpers--Electricians,47-3013.00,"Help electricians by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",,,,,,,
93ab1efb-6b0b-54b2-9395-f3fff07a1793,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014.00,"Help painters, paperhangers, plasterers, or stucco masons by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",,,,,,,
783918c7-3653-5a0d-92fc-bfbf37a7bda3,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015.00,"Help plumbers, pipefitters, steamfitters, or pipelayers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",,,,,,,
3a18f5d0-25ef-59e5-91d4-85544e4060ee,Helpers--Roofers,47-3016.00,"Help roofers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",,,,,,,
c9f1437c-ce80-55f6-9a8a-42e45d4098bc,Construction and Building Inspectors,47-4011.00,"Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing.",,,,,,,
62776ffd-33df-5814-a7be-742404bd7d76,Energy Auditors,47-4011.01,"Conduct energy audits of buildings, building systems, or process systems. May also conduct investment grade audits of buildings or systems.",,,,,,,
3851f572-f9c2-58fb-a7a2-266ea3c5a685,Elevator and Escalator Installers and Repairers,47-4021.00,"Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters.",,,,,,,
6857546d-a9a9-52e5-ba9d-63204f1c4c64,Fence Erectors,47-4031.00,"Erect and repair fences and fence gates, using hand and power tools.",,,,,,,
d8b63d93-cef6-5d61-b245-45aaf2a618c1,Hazardous Materials Removal Workers,47-4041.00,"Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks.",,,,,,,
841c41c3-3c3c-5848-ac37-3195e519ec01,Highway Maintenance Workers,47-4051.00,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement and repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road, or plow snow from roadway.",,,,,,,
7edccd5f-1026-562f-b89e-c6e306f724d5,Rail-Track Laying and Maintenance Equipment Operators,47-4061.00,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.",,,,,,,
a3dae9c3-fa4d-56b2-9957-a5cf317e67c9,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071.00,"Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping.",,,,,,,
a24c65ac-943b-58fe-be5d-67f55815cf90,Segmental Pavers,47-4091.00,"Lay out, cut, and place segmental paving units. Includes installers of bedding and restraining materials for the paving units.",,,,,,,
4dcb123e-c093-5c1c-acee-055e7396ee4d,Weatherization Installers and Technicians,47-4099.03,"Perform a variety of activities to weatherize homes and make them more energy efficient. Duties include repairing windows, insulating ducts, and performing heating, ventilating, and air-conditioning (HVAC) work. May perform energy audits and advise clients on energy conservation measures.",,,,,,,
a7a5cd5b-3369-5bc3-ac88-2b2f7c8c55c0,"Derrick Operators, Oil and Gas",47-5011.00,Rig derrick equipment and operate pumps to circulate mud or fluid through drill hole.,,,,,,,
8bd04b14-bff1-5860-a23c-0fab895338a4,"Rotary Drill Operators, Oil and Gas",47-5012.00,"Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration.",,,,,,,
0f407ba3-8154-5f17-ae2d-a77dd8b5f9d7,"Service Unit Operators, Oil and Gas",47-5013.00,"Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. Includes fishing-tool technicians.",,,,,,,
5bff2887-47bb-561a-918f-5b0bf656ff6e,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022.00,"Operate or tend machinery at surface mining site, equipped with scoops, shovels, or buckets to excavate and load loose materials.",,,,,,,
fe1c2f34-486e-584a-b138-76b61836ed94,"Earth Drillers, Except Oil and Gas",47-5023.00,"Operate a variety of drills such as rotary, churn, and pneumatic to tap subsurface water and salt deposits, to remove core samples during mineral exploration or soil testing, and to facilitate the use of explosives in mining or construction. Includes horizontal and earth boring machine operators.",,,,,,,
a672a001-4814-5c20-b2e0-1c5e5a10d442,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032.00,"Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures.",,,,,,,
aab87fea-1b5a-57f3-88eb-e1eb6bf72454,Continuous Mining Machine Operators,47-5041.00,"Operate self-propelled mining machines that rip coal, metal and nonmetal ores, rock, stone, or sand from the mine face and load it onto conveyors, shuttle cars, or trucks in a continuous operation.",,,,,,,
cb7f9e5f-1105-5060-9946-69a1bd42e2ef,"Roof Bolters, Mining",47-5043.00,Operate machinery to install roof support bolts in underground mine.,,,,,,,
65e957dd-f4e0-5c54-8fb9-b2de0342dcac,"Loading and Moving Machine Operators, Underground Mining",47-5044.00,"Operate underground loading or moving machine to load or move coal, ore, or rock using shuttle or mine car or conveyors. Equipment may include power shovels, hoisting engines equipped with cable-drawn scraper or scoop, or machines equipped with gathering arms and conveyor.",,,,,,,
0c328e5f-974f-532a-b864-48d54da39636,"Rock Splitters, Quarry",47-5051.00,"Separate blocks of rough dimension stone from quarry mass using jackhammers, wedges, or chop saws.",,,,,,,
22a34112-b350-512e-be93-defb6a2dce79,"Roustabouts, Oil and Gas",47-5071.00,Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.,,,,,,,
9aadff23-78d4-5fa7-8901-acf0830db40a,Helpers--Extraction Workers,47-5081.00,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area.",,,,,,,
7b372146-6b9d-512d-9e62-f5491102788e,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,"Directly supervise and coordinate the activities of mechanics, installers, and repairers. May also advise customers on recommended services. Excludes team or work leaders.",,,,,,,
ed449991-a955-5946-aab9-ec588bbcb54f,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.",,,,,,,
5e96127f-ad50-5824-8958-a19c3312afbf,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021.00,"Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.",,,,,,,
